ID_Factura,Producto,Cantidad
10262,shiftmate,46
10262,qwertyguardian,56
10262,LCD 30hz pb23,62
10262,miniglide,102
10262,TechRodent,132
10262,earecho,92
10262,Mightyscroller,127
10262,escaper,76
10262,escaper,147
7483,enterwizard,58
7483,typomaster,120
7483,qwertyguardian,65
7483,Masterswipe,70
7483,LCD 60hz pldas,133
7483,enterwizard,80
6762,acusticflow,136
6762,qwertyguardian,113
6762,LCD 30hz pb23,101
6762,qwertyguardian,149
6762,Masterswipe,76
6762,miniglide,47
6762,laplux,52
1628,Mightyscroller,59
1628,LCD 60hz pldas,112
1628,acusticflow,69
1628,gizmoclick,62
1628,pixpad,138
1628,beatblaster,124
1628,Vidrio templado,53
1628,OLCD 60hz i3xaz,41
1628,earecho,40
6993,gizmoclick,144
6993,basspulse,146
6993,QLED 60hz sd56,111
6993,enterwizard,123
6993,LCD 30hz pb23,79
6993,LCD 60hz pldas,68
6993,shiftmate,97
6993,OLCD 60hz i3xaz,123
15059,gizmoclick,68
15059,laplux,104
15059,shiftmate,131
15059,basspulse,47
15059,miniglide,107
15059,typomaster,141
19191,lapjet,148
19191,QLED 60hz pb51,95
19191,LCD 30hz pb23,66
19191,miniglide,84
19191,Mightyscroller,76
19191,LCD 30hz pb23,71
19191,basspulse,98
19191,miniglide,112
19191,gizmoclick,49
19191,typomaster,79
19191,QLED 60hz sd56,90
19191,typomaster,130
19191,jetnote,91
8666,TechRodent,55
8666,QLED 60hz sd56,146
8666,OLCD 60hz i3xaz,147
8666,OLCD 60hz i3xaz,51
8666,LCD 60hz pldas,70
8666,escaper,83
8666,earecho,92
17515,LCD 30hz pb23,138
17515,pixpad,63
17515,jetnote,111
17515,miniglide,129
17515,jetnote,44
17515,laplux,55
17515,QLED 60hz sd56,42
19297,laplux,125
19297,beatblaster,120
19297,pixpad,53
19297,QLED 60hz pb51,98
19297,pixpad,136
19297,qwertyguardian,123
19297,enterwizard,76
5090,pixpad,148
5090,QLED 60hz pb51,107
5090,TechRodent,104
5090,enterwizard,95
9774,escaper,60
9774,lapjet,51
9774,QLED 60hz pb51,123
9774,Mightyscroller,44
189,acusticflow,123
189,LCD 60hz pldas,68
189,gizmoclick,75
189,TechRodent,70
189,acusticflow,53
189,Masterswipe,79
7992,earecho,66
7992,earecho,123
7992,acusticflow,104
7992,laplux,137
7992,miniglide,50
7992,beatblaster,42
7992,silverscreen,53
11776,TechRodent,43
11776,jetnote,51
11776,QLED 60hz sd56,136
11776,qwertyguardian,117
11776,acusticflow,86
11776,Mightyscroller,130
11776,escaper,144
11776,escaper,94
7691,qwertyguardian,71
7691,gizmoclick,117
7691,silverscreen,86
22718,miniglide,71
22718,QLED 60hz sd56,106
22718,miniglide,126
2213,escaper,53
2213,gizmoclick,128
2213,jetnote,145
2213,shiftmate,46
23296,laplux,70
23296,Mightyscroller,92
23296,qwertyguardian,148
23296,pixpad,69
23296,enterwizard,121
23296,acusticflow,148
23296,TechRodent,62
23296,laplux,126
23296,lapjet,118
8721,typomaster,71
8721,OLCD 60hz i3xaz,73
8721,QLED 60hz sd56,136
8721,typomaster,127
8721,earecho,47
8721,escaper,130
15923,TechRodent,92
15923,gizmoclick,47
15923,Mightyscroller,53
15923,laplux,73
15923,jetnote,62
6846,gizmoclick,80
6846,acusticflow,53
6846,lamina plastica,132
17112,miniglide,106
17112,QLED 60hz pb51,103
17112,gizmoclick,120
17112,gizmoclick,97
17112,lapjet,129
17112,lamina plastica,116
17112,acusticflow,115
17112,qwertyguardian,55
17112,LCD 60hz pldas,111
17112,earecho,71
13093,pixpad,110
13093,qwertyguardian,119
11990,laplux,87
4166,gizmoclick,64
4166,jetnote,133
4166,Vidrio templado,115
4166,Mightyscroller,92
4166,QLED 60hz sd56,73
4166,escaper,111
22574,silverscreen,44
22574,gizmoclick,46
22574,LCD 30hz pb23,128
22574,TechRodent,82
10402,QLED 60hz sd56,79
10402,basspulse,149
10402,gizmoclick,46
10402,LCD 60hz pldas,46
10402,escaper,99
10402,laplux,94
10402,typomaster,110
10402,earecho,127
10402,enterwizard,104
10402,QLED 60hz pb51,147
15246,Vidrio templado,129
15246,pixpad,76
15246,laplux,130
15246,lapjet,97
15246,gizmoclick,132
15246,OLCD 60hz i3xaz,55
15246,typomaster,58
15246,earecho,86
18707,LCD 60hz pldas,93
18707,miniglide,94
18707,LCD 60hz pldas,97
18707,beatblaster,76
18707,typomaster,144
18707,generico,124
18707,Masterswipe,97
18707,escaper,118
18707,generico,73
18707,TechRodent,40
18707,shiftmate,129
8840,pixpad,117
8840,TechRodent,53
8840,LCD 30hz pb23,137
8840,qwertyguardian,65
8840,enterwizard,75
8840,Mightyscroller,148
8840,laplux,100
8840,TechRodent,108
8840,gizmoclick,128
8840,generico,115
8840,gizmoclick,101
8840,enterwizard,51
5693,shiftmate,115
5693,shiftmate,81
5693,miniglide,46
5693,laplux,95
5693,LCD 60hz pldas,68
5693,lamina plastica,110
5693,qwertyguardian,63
5693,Mightyscroller,118
5693,TechRodent,114
5693,Mightyscroller,102
5693,acusticflow,146
5693,Vidrio templado,101
12752,basspulse,130
12752,shiftmate,40
12752,Mightyscroller,52
12752,lapjet,134
12752,gizmoclick,50
12752,QLED 60hz sd56,106
12752,miniglide,89
12752,LCD 60hz pldas,107
12752,earecho,132
12752,LCD 60hz pldas,106
12752,lapjet,59
12752,acusticflow,81
2485,QLED 60hz pb51,140
2485,QLED 60hz pb51,47
14073,Vidrio templado,148
14073,pixpad,130
17676,QLED 60hz sd56,68
17676,Mightyscroller,56
17676,qwertyguardian,118
3081,Vidrio templado,143
3081,earecho,80
3081,lamina plastica,141
3081,QLED 60hz sd56,45
5550,laplux,130
5550,QLED 60hz pb51,136
5550,qwertyguardian,45
5550,silverscreen,82
5550,QLED 60hz sd56,105
5550,laplux,58
5550,TechRodent,96
7753,TechRodent,43
7753,LCD 30hz pb23,41
7753,Mightyscroller,44
7753,LCD 30hz pb23,46
7753,shiftmate,132
7753,qwertyguardian,144
7753,gizmoclick,49
7753,silverscreen,94
7753,Mightyscroller,109
7753,LCD 30hz pb23,128
7753,lamina plastica,97
24358,pixpad,85
24358,Vidrio templado,81
24358,Masterswipe,147
24358,typomaster,47
24358,escaper,56
24358,gizmoclick,71
24358,Masterswipe,105
24358,miniglide,147
24358,silverscreen,105
24358,laplux,99
24358,typomaster,98
24358,shiftmate,75
24358,acusticflow,90
2776,escaper,130
2776,miniglide,110
2776,TechRodent,86
2776,qwertyguardian,62
2776,qwertyguardian,118
2776,laplux,67
2776,lapjet,49
4489,Masterswipe,109
4489,shiftmate,92
4489,basspulse,106
4489,enterwizard,85
4489,qwertyguardian,86
4489,silverscreen,118
4489,earecho,140
4489,typomaster,141
18576,LCD 60hz pldas,118
18576,Mightyscroller,67
2428,jetnote,134
2428,TechRodent,53
2428,OLCD 60hz i3xaz,107
2428,QLED 60hz sd56,100
1371,gizmoclick,96
1371,acusticflow,82
1371,Masterswipe,119
1371,LCD 30hz pb23,77
1371,QLED 60hz sd56,116
1371,gizmoclick,128
1371,earecho,77
1371,typomaster,83
1371,Mightyscroller,41
22807,QLED 60hz sd56,95
22807,LCD 60hz pldas,80
22807,miniglide,42
22807,basspulse,132
22807,silverscreen,77
13773,shiftmate,101
13773,miniglide,127
13773,OLCD 60hz i3xaz,41
13773,Masterswipe,87
13773,QLED 60hz pb51,106
4544,typomaster,68
10257,acusticflow,104
10257,TechRodent,138
10257,LCD 30hz pb23,136
10257,typomaster,143
10257,Mightyscroller,125
17393,gizmoclick,75
17393,QLED 60hz sd56,135
17393,OLCD 60hz i3xaz,66
17393,typomaster,136
17393,jetnote,45
17393,OLCD 60hz i3xaz,98
17393,typomaster,131
17393,gizmoclick,49
17393,laplux,115
17393,OLCD 60hz i3xaz,83
17393,QLED 60hz pb51,90
23717,typomaster,122
23717,silverscreen,71
23717,lamina plastica,139
23717,silverscreen,65
23717,LCD 60hz pldas,142
23717,OLCD 60hz i3xaz,71
12221,basspulse,126
12221,beatblaster,57
12221,lapjet,99
12221,lapjet,67
12221,basspulse,135
12221,QLED 60hz sd56,137
12221,QLED 60hz sd56,94
12221,QLED 60hz sd56,83
12221,gizmoclick,93
22486,QLED 60hz pb51,87
17062,miniglide,47
17062,typomaster,145
17062,QLED 60hz sd56,91
17062,miniglide,139
17062,OLCD 60hz i3xaz,43
17062,LCD 30hz pb23,128
17062,beatblaster,127
17062,QLED 60hz pb51,44
17062,Mightyscroller,66
17062,escaper,120
17062,QLED 60hz pb51,50
17062,gizmoclick,67
17062,qwertyguardian,142
24502,escaper,75
24502,Masterswipe,55
24502,Mightyscroller,110
24502,OLCD 60hz i3xaz,84
24502,LCD 60hz pldas,90
24502,lamina plastica,57
8484,lamina plastica,107
8484,LCD 60hz pldas,100
8484,TechRodent,141
8484,gizmoclick,141
8484,miniglide,88
19445,OLCD 60hz i3xaz,147
18599,QLED 60hz sd56,44
18599,miniglide,64
18599,gizmoclick,134
18599,LCD 60hz pldas,123
24353,OLCD 60hz i3xaz,56
24353,Masterswipe,83
24353,Mightyscroller,135
24353,escaper,75
24353,Mightyscroller,70
24353,jetnote,77
24353,gizmoclick,85
24353,silverscreen,108
13092,jetnote,132
13092,pixpad,61
22545,TechRodent,54
22545,pixpad,139
22545,QLED 60hz sd56,117
22545,miniglide,148
22545,shiftmate,138
15009,pixpad,61
15009,gizmoclick,57
15009,OLCD 60hz i3xaz,48
15009,jetnote,52
15009,QLED 60hz sd56,113
15009,shiftmate,46
15009,miniglide,78
15009,beatblaster,44
6509,enterwizard,145
6509,LCD 60hz pldas,115
6509,QLED 60hz sd56,117
6509,typomaster,114
6509,miniglide,120
11682,acusticflow,104
11682,earecho,126
11682,QLED 60hz pb51,88
11682,LCD 30hz pb23,95
18226,basspulse,52
18226,TechRodent,50
18226,qwertyguardian,99
18226,Mightyscroller,118
11548,basspulse,66
11548,escaper,42
11548,earecho,126
11548,LCD 30hz pb23,60
11548,basspulse,109
23801,jetnote,136
23801,Mightyscroller,127
23801,Masterswipe,127
23801,escaper,75
23801,laplux,99
23801,QLED 60hz sd56,79
23801,Masterswipe,145
8446,gizmoclick,53
8446,Mightyscroller,85
8446,Masterswipe,53
8446,OLCD 60hz i3xaz,108
8446,QLED 60hz pb51,56
8446,earecho,70
12288,jetnote,87
12288,earecho,126
12288,LCD 60hz pldas,41
12288,miniglide,64
20693,jetnote,57
6954,LCD 60hz pldas,136
6954,laplux,83
6954,gizmoclick,137
6954,QLED 60hz sd56,129
6954,laplux,134
8325,OLCD 60hz i3xaz,84
8325,QLED 60hz pb51,103
8325,basspulse,80
8325,escaper,77
8325,gizmoclick,76
8325,laplux,116
2192,LCD 30hz pb23,80
2192,enterwizard,58
2192,earecho,86
2192,beatblaster,149
23558,generico,78
23558,basspulse,57
23558,earecho,68
20089,TechRodent,135
20089,LCD 60hz pldas,103
16229,Masterswipe,115
16229,TechRodent,90
16229,pixpad,130
16229,basspulse,62
16229,qwertyguardian,134
6560,silverscreen,71
6560,Masterswipe,45
6560,silverscreen,45
6560,basspulse,70
6560,Mightyscroller,49
6560,LCD 30hz pb23,122
6560,escaper,105
6560,jetnote,98
6560,silverscreen,109
6560,Mightyscroller,147
6560,lapjet,84
263,Mightyscroller,54
263,escaper,101
263,escaper,87
14953,typomaster,53
14953,gizmoclick,107
14953,TechRodent,101
14953,laplux,45
14953,lamina plastica,135
14953,lapjet,108
14953,Mightyscroller,101
14953,LCD 60hz pldas,140
14953,LCD 30hz pb23,43
15973,jetnote,119
15973,LCD 60hz pldas,44
15973,jetnote,140
15973,earecho,52
11399,miniglide,84
11399,basspulse,149
11399,QLED 60hz pb51,86
11399,acusticflow,129
11399,LCD 30hz pb23,78
11399,TechRodent,137
11399,QLED 60hz sd56,86
4799,TechRodent,106
4799,miniglide,139
4799,basspulse,57
4799,acusticflow,95
4799,TechRodent,89
21773,beatblaster,62
21773,LCD 60hz pldas,143
21773,escaper,74
21773,miniglide,69
21773,Vidrio templado,133
21773,gizmoclick,84
5075,QLED 60hz sd56,51
3886,QLED 60hz pb51,147
3886,jetnote,80
3886,LCD 60hz pldas,52
3886,Masterswipe,92
3886,laplux,138
3886,enterwizard,66
3886,typomaster,93
3886,miniglide,106
6261,Mightyscroller,60
6261,shiftmate,70
6261,lamina plastica,117
6261,OLCD 60hz i3xaz,80
6261,QLED 60hz sd56,92
6261,TechRodent,46
6261,escaper,107
6261,shiftmate,146
9652,LCD 60hz pldas,124
9652,QLED 60hz sd56,62
9652,qwertyguardian,139
9652,miniglide,110
9652,lapjet,85
19457,laplux,102
19457,gizmoclick,47
19457,acusticflow,117
19457,gizmoclick,133
19457,lamina plastica,138
19457,typomaster,94
19457,LCD 60hz pldas,45
19457,LCD 60hz pldas,95
19457,TechRodent,144
24876,lapjet,84
24876,LCD 30hz pb23,55
24876,QLED 60hz pb51,102
24876,Mightyscroller,70
24876,laplux,135
4572,QLED 60hz sd56,112
18334,escaper,87
18334,LCD 30hz pb23,141
18334,QLED 60hz pb51,129
18334,QLED 60hz pb51,144
18334,TechRodent,117
18334,acusticflow,75
18334,silverscreen,142
18334,beatblaster,60
18334,Mightyscroller,59
18334,shiftmate,135
18334,laplux,82
18334,pixpad,136
18334,TechRodent,44
18334,gizmoclick,86
18334,TechRodent,147
3029,TechRodent,58
3029,enterwizard,128
3029,typomaster,61
15347,OLCD 60hz i3xaz,78
15347,silverscreen,111
4368,Masterswipe,72
4368,typomaster,74
4368,escaper,79
4368,gizmoclick,146
21667,TechRodent,134
21667,laplux,73
21667,silverscreen,124
21667,LCD 30hz pb23,135
21667,qwertyguardian,55
21667,acusticflow,97
21667,OLCD 60hz i3xaz,133
21667,LCD 60hz pldas,88
21667,escaper,108
16551,QLED 60hz pb51,140
16551,escaper,110
16551,pixpad,61
16551,Mightyscroller,145
16551,QLED 60hz pb51,65
16551,Masterswipe,91
16551,earecho,87
14213,Masterswipe,96
14213,acusticflow,52
14213,acusticflow,69
14213,jetnote,149
14213,jetnote,71
14213,pixpad,53
14213,lamina plastica,76
14213,jetnote,145
14213,OLCD 60hz i3xaz,42
14213,gizmoclick,68
12374,miniglide,59
12374,OLCD 60hz i3xaz,52
12374,qwertyguardian,106
12374,basspulse,71
12374,laplux,144
12374,enterwizard,111
12374,LCD 60hz pldas,69
12374,typomaster,78
8489,Masterswipe,85
8489,escaper,137
8489,shiftmate,70
22555,typomaster,44
22555,typomaster,51
22555,QLED 60hz pb51,45
22555,shiftmate,130
3219,typomaster,70
3219,beatblaster,84
3219,silverscreen,113
3219,OLCD 60hz i3xaz,52
3219,typomaster,86
3219,shiftmate,89
14001,LCD 30hz pb23,118
14001,acusticflow,87
14001,Masterswipe,110
14001,Masterswipe,144
14001,QLED 60hz pb51,136
14001,lapjet,135
17260,qwertyguardian,130
17260,pixpad,55
17260,basspulse,50
17260,Masterswipe,71
17260,lapjet,71
17260,OLCD 60hz i3xaz,132
17260,laplux,127
15055,silverscreen,64
15055,qwertyguardian,82
15055,shiftmate,97
15055,laplux,143
15055,typomaster,88
15055,lamina plastica,134
15055,basspulse,130
5840,LCD 60hz pldas,41
5840,generico,109
5840,enterwizard,67
5840,generico,117
5840,LCD 30hz pb23,120
5840,qwertyguardian,58
5840,acusticflow,105
5840,generico,146
12566,jetnote,84
12566,Mightyscroller,115
12566,QLED 60hz pb51,75
12566,pixpad,136
23339,miniglide,101
23339,Mightyscroller,75
23339,jetnote,118
23339,qwertyguardian,146
23339,qwertyguardian,120
23339,Vidrio templado,55
23339,LCD 60hz pldas,75
21424,lapjet,127
21424,enterwizard,84
21424,gizmoclick,108
21424,OLCD 60hz i3xaz,47
21424,LCD 30hz pb23,110
21424,LCD 60hz pldas,101
17894,miniglide,122
17894,LCD 60hz pldas,84
17894,miniglide,94
17894,miniglide,54
17894,LCD 30hz pb23,143
17894,LCD 60hz pldas,59
17894,Masterswipe,50
10795,QLED 60hz sd56,106
10795,escaper,101
10795,miniglide,123
10795,QLED 60hz sd56,149
10795,pixpad,123
10795,escaper,59
17110,shiftmate,60
17110,shiftmate,73
17110,LCD 30hz pb23,122
17110,Masterswipe,132
19662,beatblaster,78
19662,escaper,141
19662,OLCD 60hz i3xaz,79
19662,TechRodent,58
19662,silverscreen,121
19662,QLED 60hz sd56,126
19662,acusticflow,91
14552,typomaster,51
14552,QLED 60hz sd56,114
14552,shiftmate,67
14552,TechRodent,67
8262,QLED 60hz pb51,103
8262,laplux,146
8262,QLED 60hz pb51,110
8262,earecho,122
8262,qwertyguardian,77
8262,Mightyscroller,110
1192,Mightyscroller,69
1192,lamina plastica,44
1192,miniglide,61
1192,basspulse,136
1192,Vidrio templado,52
1192,Mightyscroller,119
1192,Mightyscroller,76
2272,gizmoclick,137
2272,Mightyscroller,89
2272,QLED 60hz sd56,96
3222,miniglide,67
3222,laplux,42
3222,Masterswipe,77
3222,Mightyscroller,56
3222,basspulse,139
3222,Masterswipe,70
3222,laplux,139
1048,lamina plastica,86
1048,shiftmate,77
1048,generico,76
1048,Masterswipe,45
1048,earecho,148
1048,escaper,132
1048,LCD 60hz pldas,93
1048,acusticflow,133
1048,acusticflow,69
3246,LCD 30hz pb23,92
3246,enterwizard,137
3246,escaper,129
3246,miniglide,127
3246,beatblaster,64
3246,LCD 30hz pb23,69
3246,enterwizard,125
3246,escaper,60
3246,QLED 60hz pb51,126
3246,LCD 30hz pb23,115
3246,miniglide,86
17136,escaper,139
17136,TechRodent,99
16665,QLED 60hz sd56,105
16665,OLCD 60hz i3xaz,96
5094,Masterswipe,70
5094,LCD 60hz pldas,112
5094,laplux,124
5094,LCD 30hz pb23,118
2929,TechRodent,113
2929,Masterswipe,145
21431,qwertyguardian,42
21431,escaper,131
2225,escaper,45
2225,miniglide,73
20549,LCD 60hz pldas,65
20549,miniglide,60
20549,earecho,82
20549,QLED 60hz pb51,136
20549,gizmoclick,57
20549,Vidrio templado,105
20549,typomaster,41
14542,QLED 60hz sd56,52
14542,QLED 60hz pb51,85
14542,OLCD 60hz i3xaz,56
14542,TechRodent,54
14542,miniglide,83
12079,acusticflow,41
12079,OLCD 60hz i3xaz,117
12079,basspulse,125
12079,shiftmate,113
12079,QLED 60hz sd56,120
17912,gizmoclick,74
17912,jetnote,86
17912,escaper,144
17912,QLED 60hz pb51,60
9402,silverscreen,99
9402,QLED 60hz sd56,53
9402,basspulse,73
9402,escaper,84
9402,escaper,82
12991,TechRodent,142
12991,miniglide,112
12991,Mightyscroller,114
12991,lapjet,145
12991,basspulse,119
12991,QLED 60hz sd56,132
12991,shiftmate,97
5668,jetnote,50
5668,LCD 30hz pb23,104
5668,jetnote,126
5668,OLCD 60hz i3xaz,124
8495,acusticflow,87
8495,lapjet,104
8495,LCD 60hz pldas,108
8495,laplux,82
12009,escaper,78
12009,gizmoclick,75
12009,OLCD 60hz i3xaz,51
12009,generico,102
12009,LCD 30hz pb23,118
10877,silverscreen,66
10877,gizmoclick,65
10877,TechRodent,114
10877,LCD 30hz pb23,88
10877,silverscreen,115
10877,LCD 60hz pldas,87
10877,Masterswipe,96
10877,OLCD 60hz i3xaz,118
10877,OLCD 60hz i3xaz,58
10877,generico,110
10357,LCD 30hz pb23,47
10357,laplux,144
8821,TechRodent,122
8821,LCD 30hz pb23,87
8821,LCD 60hz pldas,143
8821,generico,101
8821,Masterswipe,140
8821,generico,72
8821,QLED 60hz sd56,147
4340,enterwizard,75
4340,escaper,83
12713,silverscreen,46
12713,typomaster,43
12713,shiftmate,65
12713,earecho,73
12713,pixpad,84
12713,QLED 60hz pb51,120
12713,beatblaster,146
12713,miniglide,49
12713,silverscreen,118
24376,beatblaster,66
24376,enterwizard,78
24376,pixpad,61
24376,gizmoclick,72
24376,LCD 30hz pb23,50
24376,enterwizard,148
24376,Vidrio templado,115
8155,miniglide,55
8155,TechRodent,98
8155,QLED 60hz sd56,86
8155,beatblaster,78
8155,Vidrio templado,76
9033,shiftmate,137
9033,Masterswipe,57
9033,silverscreen,77
17988,QLED 60hz sd56,133
17988,beatblaster,98
17988,lapjet,126
17988,earecho,49
17988,QLED 60hz sd56,137
5919,basspulse,51
5919,miniglide,66
5919,miniglide,99
5919,Masterswipe,46
24596,beatblaster,99
24596,Vidrio templado,44
24596,LCD 60hz pldas,62
24596,Masterswipe,140
24596,enterwizard,81
4914,QLED 60hz sd56,142
4914,LCD 60hz pldas,49
4914,enterwizard,94
8170,Mightyscroller,56
8170,escaper,147
8170,Masterswipe,135
8170,Mightyscroller,83
8400,QLED 60hz pb51,95
8400,miniglide,74
8400,OLCD 60hz i3xaz,129
8400,Mightyscroller,68
8400,QLED 60hz pb51,102
8400,gizmoclick,120
8400,Masterswipe,125
8400,Vidrio templado,75
9383,jetnote,62
9383,Masterswipe,97
9383,OLCD 60hz i3xaz,99
20092,miniglide,99
20092,Mightyscroller,114
20092,qwertyguardian,149
20092,LCD 30hz pb23,61
20092,generico,70
20092,silverscreen,139
20092,QLED 60hz sd56,96
20092,typomaster,100
10488,typomaster,117
10488,QLED 60hz sd56,74
10488,jetnote,40
10488,QLED 60hz pb51,109
10488,LCD 30hz pb23,97
10488,OLCD 60hz i3xaz,59
10488,lamina plastica,87
10488,generico,64
18551,acusticflow,105
18551,QLED 60hz pb51,51
18551,escaper,122
18551,Masterswipe,106
18551,LCD 60hz pldas,133
18551,acusticflow,67
18551,OLCD 60hz i3xaz,122
24530,Vidrio templado,82
24530,QLED 60hz sd56,78
24530,OLCD 60hz i3xaz,96
24530,lapjet,97
24530,typomaster,138
20601,LCD 60hz pldas,108
20601,typomaster,44
20601,OLCD 60hz i3xaz,62
20601,Mightyscroller,148
20601,pixpad,81
20601,QLED 60hz pb51,143
20601,typomaster,76
20601,generico,81
20601,typomaster,97
20601,OLCD 60hz i3xaz,61
7548,lapjet,90
7548,enterwizard,105
7548,LCD 60hz pldas,76
7548,basspulse,99
7548,LCD 30hz pb23,130
7548,basspulse,139
7548,enterwizard,136
21662,escaper,40
21662,QLED 60hz sd56,114
21662,shiftmate,62
21662,escaper,114
21662,lapjet,132
21662,basspulse,126
21662,jetnote,89
21662,Mightyscroller,115
21662,generico,108
18714,pixpad,118
18714,Masterswipe,122
18714,QLED 60hz sd56,90
163,shiftmate,53
163,pixpad,142
163,LCD 60hz pldas,86
163,escaper,97
22068,basspulse,49
22068,typomaster,59
22068,miniglide,148
22068,Masterswipe,98
22068,typomaster,129
22068,shiftmate,75
22068,TechRodent,83
4467,silverscreen,41
4467,enterwizard,146
4467,Masterswipe,59
4467,Mightyscroller,72
106,shiftmate,140
106,Masterswipe,49
106,OLCD 60hz i3xaz,128
106,Mightyscroller,142
106,jetnote,56
106,laplux,144
106,escaper,40
106,OLCD 60hz i3xaz,105
106,shiftmate,102
106,pixpad,117
106,QLED 60hz pb51,131
106,basspulse,88
106,enterwizard,128
5812,jetnote,138
5812,silverscreen,130
5812,gizmoclick,136
7592,Masterswipe,48
7592,shiftmate,45
7592,lapjet,109
7592,enterwizard,44
7592,LCD 30hz pb23,59
7592,lamina plastica,109
7592,enterwizard,46
7592,earecho,113
7592,TechRodent,109
7592,gizmoclick,110
7592,lamina plastica,116
3670,gizmoclick,127
3670,jetnote,148
3670,lamina plastica,118
3670,typomaster,78
3670,escaper,139
18813,beatblaster,110
18813,qwertyguardian,91
18813,jetnote,142
18813,lapjet,142
18813,acusticflow,78
18813,qwertyguardian,98
18813,QLED 60hz pb51,118
21625,QLED 60hz sd56,45
21625,pixpad,81
21625,LCD 30hz pb23,143
12249,QLED 60hz pb51,107
12249,TechRodent,49
12249,laplux,46
12249,OLCD 60hz i3xaz,108
12249,Mightyscroller,58
12249,gizmoclick,85
12436,enterwizard,48
12436,qwertyguardian,84
12436,enterwizard,54
12436,lapjet,129
12436,lapjet,116
12436,typomaster,86
12436,shiftmate,57
12436,silverscreen,90
12436,TechRodent,53
12436,silverscreen,106
12436,qwertyguardian,136
12436,Mightyscroller,124
12436,escaper,107
12436,pixpad,136
17473,LCD 30hz pb23,95
17473,acusticflow,133
17473,silverscreen,117
17473,shiftmate,82
8531,lamina plastica,124
8531,qwertyguardian,127
8531,Mightyscroller,57
8531,lapjet,135
8531,TechRodent,110
7163,escaper,76
7163,typomaster,53
7163,gizmoclick,127
3836,miniglide,106
3836,jetnote,112
3836,basspulse,134
3836,escaper,127
3836,Vidrio templado,116
3836,silverscreen,89
3836,Masterswipe,75
3836,silverscreen,122
3836,shiftmate,102
3836,TechRodent,130
3836,jetnote,123
11370,generico,44
11370,typomaster,63
11370,typomaster,42
5137,shiftmate,135
5137,jetnote,89
5137,OLCD 60hz i3xaz,141
5137,basspulse,84
5137,TechRodent,42
5137,LCD 60hz pldas,115
5137,OLCD 60hz i3xaz,116
24327,TechRodent,41
24327,qwertyguardian,92
24327,Mightyscroller,70
24327,typomaster,127
24327,laplux,149
24327,QLED 60hz sd56,120
24327,OLCD 60hz i3xaz,121
22439,basspulse,42
22439,QLED 60hz pb51,79
22439,TechRodent,105
22439,LCD 30hz pb23,54
7390,jetnote,102
7390,Mightyscroller,52
7390,laplux,44
7390,QLED 60hz pb51,44
7390,shiftmate,85
7390,gizmoclick,62
7390,miniglide,78
7390,OLCD 60hz i3xaz,57
7390,typomaster,94
19255,lamina plastica,49
19255,Mightyscroller,79
19255,TechRodent,51
19916,pixpad,59
19916,Masterswipe,116
19916,OLCD 60hz i3xaz,61
19916,TechRodent,47
19916,TechRodent,119
19916,gizmoclick,127
19916,beatblaster,113
19916,gizmoclick,127
10739,pixpad,65
10739,Masterswipe,59
10739,escaper,66
7879,shiftmate,82
7879,LCD 60hz pldas,123
7879,OLCD 60hz i3xaz,147
7879,Mightyscroller,69
7879,earecho,84
7879,escaper,104
7879,qwertyguardian,67
2445,escaper,94
2445,OLCD 60hz i3xaz,120
2445,basspulse,100
2445,acusticflow,137
2445,QLED 60hz sd56,86
2445,QLED 60hz pb51,91
19456,TechRodent,119
19456,Masterswipe,147
19456,basspulse,54
19456,typomaster,108
19456,lamina plastica,94
9443,Vidrio templado,67
9443,typomaster,145
9443,Masterswipe,52
9443,Masterswipe,71
9443,lapjet,136
9443,lamina plastica,117
9443,escaper,135
9443,jetnote,75
9759,TechRodent,95
9759,TechRodent,112
9759,generico,126
3846,lamina plastica,122
3846,LCD 60hz pldas,70
10856,QLED 60hz pb51,142
10856,enterwizard,73
10856,typomaster,54
10856,QLED 60hz pb51,81
985,Masterswipe,113
985,typomaster,75
985,qwertyguardian,73
985,basspulse,129
985,escaper,72
19165,qwertyguardian,139
19165,QLED 60hz pb51,122
19165,acusticflow,40
19165,gizmoclick,94
19165,Masterswipe,145
19165,LCD 30hz pb23,108
19165,basspulse,45
19165,QLED 60hz sd56,86
19165,TechRodent,105
19165,lapjet,60
4418,Masterswipe,90
4418,Masterswipe,49
4449,earecho,69
4449,acusticflow,102
4449,TechRodent,55
4449,LCD 30hz pb23,60
19763,silverscreen,133
19763,LCD 30hz pb23,88
19763,escaper,119
19763,OLCD 60hz i3xaz,61
21032,Vidrio templado,102
21032,enterwizard,44
21032,LCD 30hz pb23,93
21032,Masterswipe,50
21032,jetnote,86
21032,enterwizard,135
7858,shiftmate,79
7858,pixpad,90
7858,QLED 60hz sd56,44
7858,pixpad,54
7858,gizmoclick,53
7858,Mightyscroller,117
7858,miniglide,67
7858,qwertyguardian,96
7858,Vidrio templado,118
7858,enterwizard,88
23273,beatblaster,83
23273,escaper,129
23273,lapjet,137
23273,beatblaster,53
23273,LCD 60hz pldas,65
7033,OLCD 60hz i3xaz,113
7033,OLCD 60hz i3xaz,46
7033,miniglide,76
7033,QLED 60hz sd56,60
7033,shiftmate,67
7033,basspulse,126
7033,lapjet,100
7033,LCD 30hz pb23,124
2273,qwertyguardian,105
2273,silverscreen,145
2273,Vidrio templado,72
